2022444;ACCT505;5;9;100;
2016000;ENGL505;5;10;100;
2023333;EE505;5;7;100;
2018000;MATH505;5;10;100;
2017555;COE505;5;12;95;
2019555;PHYS505;5;12;95;
2022444;ACCT555;5;13;95;
2017123;MGMT331;4;8;93;
2023777;EE401;4;8;93;
2021101;CS451;5;15;90;
2021111;CS555;5;15;90;
2020999;ENGL303;4;7;88;
2020299;ENGL227;3;10;80;
2016455;COE101;3;11;80;
2017888;CS201;3;10;80;
2017707;ARAB301;3;11;80;
2017111;COE303;3;10;80;
2018666;MATH333;3;10;80;
2020666;ARAB401;4;15;78;
2020444;ARAB500;5;9;75;
2019999;PHYS333;3;13;75;
2016444;ENGL333;3;13;75;
2022222;ACCT405;4;17;73;
2019303;ACCT303;3;14;70;
2016888;ENGL500;5;7;70;
2019999;PHYS303;3;14;70;
2020000;ARAB303;3;14;70;
2021111;CS500;5;10;70;
2023111;EE303;3;15;70;
2017111;COE333;3;15;70;
2022666;ACCT333;3;15;70;
2018666;MATH333;3;15;70;
2016000;ENGL500;5;10;70;
2023333;EE500;5;7;70;
2018000;MATH500;5;10;70;
2016000;ENGL500;5;10;70;
2023333;EE500;5;7;70;
2018000;MATH500;5;10;70;
2016000;ENGL500;5;10;70;
2023333;EE500;5;7;70;
2018000;MATH500;5;10;70;
2016000;ENGL500;5;10;70;
2023333;EE500;5;7;70;
2018000;MATH500;5;10;70;
2016000;ENGL500;5;10;70;
2023333;EE500;5;7;70;
2018000;MATH500;5;10;70;
2016000;ENGL500;5;10;70;
2023333;EE500;5;7;70;
2018000;MATH500;5;10;70;
2016000;ENGL500;5;10;70;
2023333;EE500;5;7;70;
2018000;MATH500;5;10;70;
2016000;ENGL500;5;10;70;
2023333;EE500;5;7;70;
2018000;MATH500;5;10;70;
2016000;ENGL500;5;10;70;
2023333;EE500;5;7;70;
2018000;MATH500;5;10;70;
2016000;ENGL500;5;10;70;
2023333;EE500;5;7;70;
2018000;MATH500;5;10;70;
2016000;ENGL500;5;10;70;
2023333;EE500;5;7;70;
2018000;MATH500;5;10;70;
2016000;ENGL500;5;10;70;
2023333;EE500;5;7;70;
2018000;MATH500;5;10;70;
2016000;ENGL500;5;10;70;
2023333;EE500;5;7;70;
2018000;MATH500;5;10;70;
2016000;ENGL500;5;10;70;
2023333;EE500;5;7;70;
2018000;MATH500;5;10;70;
2016000;ENGL500;5;10;70;
2023333;EE500;5;7;70;
2018000;MATH500;5;10;70;
2016000;ENGL500;5;10;70;
2023333;EE500;5;7;70;
2018000;MATH500;5;10;70;
2016000;ENGL500;5;10;70;
2023333;EE500;5;7;70;
2018000;MATH500;5;10;70;
2016000;ENGL500;5;10;70;
2023333;EE500;5;7;70;
2018000;MATH500;5;10;70;
2016000;ENGL500;5;10;70;
2023333;EE500;5;7;70;
2018000;MATH500;5;10;70;
2016000;ENGL500;5;10;70;
2023333;EE500;5;7;70;
2018000;MATH500;5;10;70;
2016000;ENGL500;5;10;70;
2023333;EE500;5;7;70;
2018000;MATH500;5;10;70;
2016000;ENGL500;5;10;70;
2023333;EE500;5;7;70;
2018000;MATH500;5;10;70;
2016000;ENGL500;5;10;70;
2023333;EE500;5;7;70;
2018000;MATH500;5;10;70;
2016000;ENGL500;5;10;70;
2023333;EE500;5;7;70;
2018000;MATH500;5;10;70;
2016000;ENGL500;5;10;70;
2023333;EE500;5;7;70;
2018000;MATH500;5;10;70;
2016000;ENGL500;5;10;70;
2023333;EE500;5;7;70;
2018000;MATH500;5;10;70;
2016000;ENGL500;5;10;70;
2023333;EE500;5;7;70;
2018000;MATH500;5;10;70;
2016000;ENGL500;5;10;70;
2023333;EE500;5;7;70;
2018000;MATH500;5;10;70;
2016000;ENGL500;5;10;70;
2023333;EE500;5;7;70;
2018000;MATH500;5;10;70;
2016000;ENGL500;5;10;70;
2023333;EE500;5;7;70;
2018000;MATH500;5;10;70;
2016000;ENGL500;5;10;70;
2023333;EE500;5;7;70;
2018000;MATH500;5;10;70;
2016000;ENGL500;5;10;70;
2023333;EE500;5;7;70;
2018000;MATH500;5;10;70;
2016000;ENGL500;5;10;70;
2023333;EE500;5;7;70;
2018000;MATH500;5;10;70;
2016000;ENGL500;5;10;70;
2023333;EE500;5;7;70;
2018000;MATH500;5;10;70;
2016000;ENGL500;5;10;70;
2023333;EE500;5;7;70;
2018000;MATH500;5;10;70;
2016000;ENGL500;5;10;70;
2023333;EE500;5;7;70;
2018000;MATH500;5;10;70;
2016000;ENGL500;5;10;70;
2023333;EE500;5;7;70;
2018000;MATH500;5;10;70;
2016000;ENGL500;5;10;70;
2023333;EE500;5;7;70;
2018000;MATH500;5;10;70;
2016000;ENGL500;5;10;70;
2023333;EE500;5;7;70;
2018000;MATH500;5;10;70;
2016000;ENGL500;5;10;70;
2023333;EE500;5;7;70;
2018000;MATH500;5;10;70;
2016000;ENGL500;5;10;70;
2023333;EE500;5;7;70;
2018000;MATH500;5;10;70;
2016000;ENGL500;5;10;70;
2023333;EE500;5;7;70;
2018000;MATH500;5;10;70;
2016000;ENGL500;5;10;70;
2023333;EE500;5;7;70;
2018000;MATH500;5;10;70;
2016000;ENGL500;5;10;70;
2023333;EE500;5;7;70;
2018000;MATH500;5;10;70;
2016000;ENGL500;5;10;70;
2023333;EE500;5;7;70;
2018000;MATH500;5;10;70;
2016000;ENGL500;5;10;70;
2023333;EE500;5;7;70;
2018000;MATH500;5;10;70;
2016000;ENGL500;5;10;70;
2023333;EE500;5;7;70;
2018000;MATH500;5;10;70;
2016000;ENGL500;5;10;70;
2023333;EE500;5;7;70;
2018000;MATH500;5;10;70;
2016000;ENGL500;5;10;70;
2023333;EE500;5;7;70;
2018000;MATH500;5;10;70;
2016000;ENGL500;5;10;70;
2023333;EE500;5;7;70;
2018000;MATH500;5;10;70;
2016000;ENGL500;5;10;70;
2023333;EE500;5;7;70;
2018000;MATH500;5;10;70;
2016000;ENGL500;5;10;70;
2023333;EE500;5;7;70;
2018000;MATH500;5;10;70;
2016000;ENGL500;5;10;70;
2023333;EE500;5;7;70;
2018000;MATH500;5;10;70;
2016000;ENGL500;5;10;70;
2023333;EE500;5;7;70;
2018000;MATH500;5;10;70;
2016000;ENGL500;5;10;70;
2023333;EE500;5;7;70;
2018000;MATH500;5;10;70;
2016000;ENGL500;5;10;70;
2023333;EE500;5;7;70;
2018000;MATH500;5;10;70;
2016000;ENGL500;5;10;70;
2023333;EE500;5;7;70;
2018000;MATH500;5;10;70;
2016000;ENGL500;5;10;70;
2023333;EE500;5;7;70;
2018000;MATH500;5;10;70;
2016000;ENGL500;5;10;70;
2023333;EE500;5;7;70;
2018000;MATH500;5;10;70;
2016000;ENGL500;5;10;70;
2023333;EE500;5;7;70;
2018000;MATH500;5;10;70;
2016000;ENGL500;5;10;70;
2023333;EE500;5;7;70;
2018000;MATH500;5;10;70;
2016000;ENGL500;5;10;70;
2023333;EE500;5;7;70;
2018000;MATH500;5;10;70;
2016000;ENGL500;5;10;70;
2023333;EE500;5;7;70;
2018000;MATH500;5;10;70;
